,Unnamed: 0,variable,value
243,27,beta1,0.3198965033413732
244,28,"c1,1",2.509912623266933
245,29,"c1,2",1.036983844366822
246,30,"c1,3",-0.8972465876901186
247,31,beta1,0.2856817894105179
248,32,"c1,1",2.496622863911881
249,33,"c1,2",1.0199414828784965
250,34,"c1,3",-1.0092023630922955
251,35,beta1,0.2661849502275659
252,36,"c1,1",2.5090144789615665
253,37,"c1,2",1.0126554113589117
254,38,"c1,3",-1.0877251261975749
255,39,beta1,0.2894499048081579
256,40,"c1,1",2.527519675801583
257,41,"c1,2",1.0366085116366135
258,42,"c1,3",-1.1674560075777285
259,43,beta1,0.3102318634750771
260,44,"c1,1",2.4997492406483377
261,45,"c1,2",0.9814975069364262
262,46,"c1,3",-1.1187981767043398
263,47,beta1,0.3178359559647429
264,0,"c1,1",2.533724865909289
265,1,"c1,2",1.0336395112099066
266,2,"c1,3",-1.1497716341576771
267,3,beta1,0.27229515945323
268,4,"c1,1",2.531347939404715
269,5,"c1,2",0.9940239539705784
270,6,"c1,3",-1.1499222342945197
271,7,beta1,0.2989077862826397
272,8,"c1,1",2.50158045892254
273,9,"c1,2",1.009912699756096
274,10,"c1,3",-1.082435634999222
275,11,beta1,0.303313430046956
276,12,"c1,1",2.497036651244513
277,13,"c1,2",1.0179580244678943
278,14,"c1,3",-1.032488023354431
279,15,beta1,0.2815284280067335
280,16,"c1,1",2.4974617422086567
281,17,"c1,2",0.9734325834408636
282,18,"c1,3",-0.9474476664376194
283,19,beta1,0.3014915265346054
284,20,"c1,1",2.51001371012925
285,21,"c1,2",1.024185908560742
286,22,"c1,3",-1.165861073745248
287,23,beta1,0.2893162477136302
288,24,"c1,1",2.5030657252458823
289,25,"c1,2",0.9843166201656828
290,26,"c1,3",-1.0295935402072391
291,27,beta1,0.3045868171907435
292,28,"c1,1",2.5007238293728387
293,29,"c1,2",0.9741479900719558
294,30,"c1,3",-1.1392247801029776
295,31,beta1,0.2902551861263123
296,32,"c1,1",2.505887990532591
297,33,"c1,2",0.9680517573300144
298,34,"c1,3",-0.8886012690380043
299,35,beta1,0.2978551753641547
300,36,"c1,1",2.490923957806808
301,37,"c1,2",1.0095219506767306
302,38,"c1,3",-0.7414757400678745
303,39,beta1,0.311987450800993
