"CNTSCHID","CNT","PRIVATESCH","STRATIO","SCHSIZE","sum_MATHbelow","mean_ESCS","mean_ESCS_std","Y_MATH","Y_BIN_MATH"
15800109,"Chinese Taipei","public",9.0722,440,15,-0.77799,-0.930107830097824,3,1
15800110,"Chinese Taipei","private",17.9889,1619,24,-0.293035714285714,0.107067746748208,1,0
15800112,"Chinese Taipei","private",13.1186,387,26,-1.12638787878788,-1.67522913647317,7,1
15800113,"Chinese Taipei","private",27.6632,5339,21,-0.93215,-1.25981104468244,0,0
15800114,"Chinese Taipei","public",16.7832,2400,0,0.60421,2.02601427160723,0,0
15800115,"Chinese Taipei","public",11.7288,2768,9,-0.409663414634146,-0.142364840917133,0,0
15800116,"Chinese Taipei","public",11.8868,1575,9,-0.511116216216216,-0.359342752244476,1,0
15800117,"Chinese Taipei","public",11.4266,2491,8,0.291407317073171,1.35702069291193,0,0
15800118,"Chinese Taipei","public",14.2857,1000,7,-0.1951575,0.316400659876137,1,0
15800119,"Chinese Taipei","private",35.4545,585,5,0.0959619047619047,0.939020039598236,1,0
15800120,"Chinese Taipei","private",19.0476,1600,23,-0.603884210526316,-0.557746397383336,1,0
15800121,"Chinese Taipei","public",12.3611,1335,25,-0.932255555555556,-1.26003679718622,2,0
15800122,"Chinese Taipei","public",11.2297,831,18,-0.359714634146341,-0.0355389879629912,2,0
15800123,"Chinese Taipei","public",15.9151,1687,2,-0.0955820512820513,0.529363461744409,0,0
15800124,"Chinese Taipei","public",16.0718,1567,0,0.0887894736842105,0.923680304370535,0,0
15800125,"Chinese Taipei","public",15,3000,5,-0.431089743589744,-0.188189500578574,0,0
15800126,"Chinese Taipei","public",9.0612,222,11,-0.845968,-1.07549291780561,5,1
15800127,"Chinese Taipei","private",18.4676,3278,14,-0.467802777777778,-0.266707957953701,0,0
15800128,"Chinese Taipei","public",13.5443,2675,1,0.545853846153846,1.90120750257589,0,0
15800129,"Chinese Taipei","private",24.0388,2476,26,-1.10791578947368,-1.63572273256175,1,0
15800130,"Chinese Taipei","public",11.5779,1783,8,-0.391527027027027,-0.103576404908961,0,0
15800131,"Chinese Taipei","private",30,1260,17,-0.747038461538462,-0.863911529325195,1,0
15800132,"Chinese Taipei","public",11.7357,1643,17,-0.294271428571429,0.104424914805369,1,0
15800133,"Chinese Taipei","public",12.8108,2133,11,-0.266646153846154,0.163507308945912,1,0
15800134,"Chinese Taipei","public",13.013,1002,2,-0.177378378378378,0.354425008287783,0,0
15800135,"Chinese Taipei","public",13.576,1697,2,0.343515,1.46846380763385,0,0
15800136,"Chinese Taipei","public",17.6358,2663,0,-0.0246025641025641,0.681167853886626,0,0
15800137,"Chinese Taipei","private",17.2923,5058,12,-0.462835714285714,-0.256084859871324,0,0
15800138,"Chinese Taipei","private",27.2295,1661,22,-0.765663888888889,-0.903745878510769,1,0
15800139,"Chinese Taipei","public",12.8618,2373,14,-0.870146341463415,-1.12720332844269,1,0
15800140,"Chinese Taipei","public",12.3986,1773,10,0.0107926829268292,0.756867949414697,1,0
15800141,"Chinese Taipei","public",13.1981,1366,4,0.115641025641026,0.981107931490071,0,0
15800142,"Chinese Taipei","private",16.8089,3782,22,-0.525558974358974,-0.390231593624441,1,0
15800143,"Chinese Taipei","public",11.1464,1332,10,-0.374461538461538,-0.0670783091740196,1,0
15800144,"Chinese Taipei","private",21.5635,4496,11,-0.41362619047619,-0.150840061037787,0,0
15800145,"Chinese Taipei","public",14.1564,1720,13,-0.606581578947368,-0.56351528061725,1,0
15800146,"Chinese Taipei","public",8.3738,448,21,-0.807064102564103,-0.992288843827373,5,1
15800147,"Chinese Taipei","private",21.0566,5022,5,-0.315626315789474,0.0587530481546077,0,0
15800148,"Chinese Taipei","public",11.3768,785,25,-1.06007,-1.53339456316754,3,1
15800149,"Chinese Taipei","private",18.4351,2415,24,-0.880753846153846,-1.14988968284822,1,0
15800150,"Chinese Taipei","public",7.1858,1721,12,-0.675548571428571,-0.711015534387913,1,0
15800151,"Chinese Taipei","public",11.8493,865,11,-0.3175175,0.054708357485289,1,0
15800152,"Chinese Taipei","private",9.6727,1064,8,0.0462974358974359,0.832802246167691,1,0
15800153,"Chinese Taipei","public",9.7869,1194,16,-0.549526829268293,-0.441491834998985,1,0
15800154,"Chinese Taipei","public",14.1046,2292,2,-0.099225,0.521572258430485,0,0
15800155,"Chinese Taipei","private",24.1031,1169,26,-1.03344642857143,-1.47645451981179,2,0
15800156,"Chinese Taipei","public",13.6135,2219,0,0.532168181818182,1.87193786372538,0,0
15800157,"Chinese Taipei","private",20.2,1313,9,-0.292524390243902,0.108161319531549,1,0
15800158,"Chinese Taipei","private",19.2405,3800,14,-0.65476,-0.666554851807335,0,0
15800159,"Chinese Taipei","public",10.5882,2250,13,-0.5043625,-0.344898525811687,1,0
15800160,"Chinese Taipei","private",22.1111,1791,6,0.105915,0.960306803318181,0,0
15800161,"Chinese Taipei","public",12.929,2185,0,-0.0473261904761905,0.632568653948871,0,0
15800162,"Chinese Taipei","public",11.9736,1814,14,-0.591492105263158,-0.531243303579924,1,0
15800163,"Chinese Taipei","public",9.2762,487,14,-0.81352380952381,-1.00610427033159,3,1
15800164,"Chinese Taipei","private",11.9724,1299,22,-0.8103,-0.999209483336205,2,0
15800165,"Chinese Taipei","private",44.4444,2000,26,-0.321492682926829,0.046206602234008,1,0
15800166,"Chinese Taipei","public",16.1308,2097,0,0.721882926829268,2.27768229343643,0,0
15800168,"Chinese Taipei","private",12.8571,810,19,-0.648548780487805,-0.653270867377772,2,0
15800169,"Chinese Taipei","private",15,540,20,-0.457471052631579,-0.244611415446524,4,1
15800170,"Chinese Taipei","private",19.9396,3300,25,-0.882636842105263,-1.15391686122285,1,0
15800171,"Chinese Taipei","public",11.2865,965,8,-0.120578048780488,0.475904323660708,1,0
15800172,"Chinese Taipei","public",13.0174,1497,2,-0.606994736842105,-0.564398904683322,0,0
15800173,"Chinese Taipei","public",9.8917,1187,15,-0.177962162162162,0.353176465279637,1,0
15800174,"Chinese Taipei","private",9.3333,560,2,0.59953,2.01600511849192,0,0
15800175,"Chinese Taipei","private",42.875,6517,18,-0.4312325,-0.188494814845336,0,0
15800176,"Chinese Taipei","public",12.5752,1924,4,-0.116685365853659,0.484229635507712,0,0
15800177,"Chinese Taipei","private",19.7804,4144,16,-0.383313157894737,-0.0860093378546443,0,0
15800178,"Chinese Taipei","public",5.7746,1230,7,0.0178264705882353,0.771911166868454,1,0
15800179,"Chinese Taipei","private",16.25,1300,2,0.389543902439024,1.566906186318,0,0
15800180,"Chinese Taipei","public",15.3398,1580,7,-0.484476315789474,-0.302367785930834,0,0
15800181,"Chinese Taipei","private",16.4145,3168,17,-0.831802380952381,-1.04519679600631,1,0
15800182,"Chinese Taipei","private",19.94,5314,20,-0.412555263157895,-0.148549660289029,0,0
15800183,"Chinese Taipei","public",10.1553,1569,20,-0.683325641025641,-0.727648414812161,1,0
15800184,"Chinese Taipei","public",12.7267,1979,9,0.04279,0.825300865197698,0,0
15800185,"Chinese Taipei","public",10.6733,1078,9,-0.1293525,0.457138335250685,1,0
15800186,"Chinese Taipei","public",17.3004,1929,4,-0.228234210526316,0.245659236754633,0,0
15800187,"Chinese Taipei","public",11.5652,1330,13,-0.236594871794872,0.227778224194332,1,0
15800188,"Chinese Taipei","public",12.6142,1684,4,-0.0259682926829269,0.678246959340728,0,0
15800189,"Chinese Taipei","public",16.4231,1281,12,-0.74701282051282,-0.863856690660307,1,0
15800190,"Chinese Taipei","private",22.9787,3240,1,0.524566666666667,1.85568044298609,0,0
15800191,"Chinese Taipei","public",14.9796,3670,5,-0.386451851851852,-0.0927220875125201,0,0
15800192,"Chinese Taipei","private",23.3174,1947,26,-0.7354525,-0.839132541499011,1,0
17000001,"Colombia","public",22.4805,1731,31,-1.56335806451613,-0.388273134649713,2,0
17000002,"Colombia","public",22.1538,576,25,-2.06296153846154,-0.909696976925382,4,1
17000003,"Colombia","public",25.1489,1182,33,-1.43210606060606,-0.251288650445252,3,1
17000004,"Colombia","public",24.1642,1619,34,-1.1961717948718,-0.00504986753180163,2,0
17000007,"Colombia","public",15.04,376,21,-2.34433846153846,-1.20336314221411,6,1
17000008,"Colombia","public",47.3684,1800,33,-1.81440263157895,-0.650282166946054,2,0
17000009,"Colombia","private",79.2644,3448,9,-1.09867272727273,0.0967075082612978,0,0
17000010,"Colombia","public",33.0769,1290,35,-1.25104473684211,-0.0623194057381259,3,1
17000011,"Colombia","public",20.8696,480,28,-1.39701875,-0.214668888443095,6,1
17000012,"Colombia","public",23.0909,762,12,-2.41759166666667,-1.27981570843692,2,0
17000013,"Colombia","private",20.3385,661,29,-0.22575,1.00775546169093,4,1
17000014,"Colombia","public",23.7128,2229,28,-1.42222352941176,-0.240974496009845,1,0
17000015,"Colombia","public",22.8235,388,14,-0.615325,0.60116562805671,4,1
17000016,"Colombia","private",25.125,2010,21,0.48092972972973,1.74529969256686,1,0
17000017,"Colombia","public",19.331,2803,37,-1.05406315789474,0.143265417243885,1,0
17000018,"Colombia","private",25.2482,3459,28,-0.133587804878049,1.10394287510811,1,0
17000019,"Colombia","public",13.4643,377,8,-2.21687777777778,-1.07033556548264,2,0
17000020,"Colombia","private",26,520,18,-0.81735652173913,0.390310304145315,3,1
17000021,"Colombia","public",18.254,1150,24,-1.854324,-0.69194711604383,2,0
17000022,"Colombia","public",29,638,33,-1.69061944444444,-0.52109270287949,5,1
17000023,"Colombia","public",25,1300,32,-2.065209375,-0.912042988564245,2,0
17000024,"Colombia","public",37.3214,2090,34,-1.14478648648649,0.0485797133900382,2,0
17000025,"Colombia","private",21.3571,598,27,-0.532136111111111,0.687987822739503,5,1
17000026,"Colombia","public",18.1765,309,38,-1.4921775,-0.313983732391861,12,1
17000027,"Colombia","private",20.7368,394,11,-0.560183333333333,0.658715627610875,3,1
17000028,"Colombia","public",28.4706,2420,35,-1.0751875,0.121218461607072,1,0
17000029,"Colombia","public",22.4571,1572,14,-1.44789285714286,-0.267764941217282,1,0
17000030,"Colombia","public",23.875,573,10,-2.39147,-1.25255316822194,2,0
17000031,"Colombia","private",14.5,435,4,0.572563636363636,1.84093574429896,1,0
17000032,"Colombia","public",19.2673,973,34,-1.2898,-0.102767319489827,3,1
17000033,"Colombia","private",18.25,292,19,0.111654838709677,1.35989658275453,7,1
17000034,"Colombia","public",23.3952,4913,32,-1.06341315789474,0.133507052501589,1,0
17000035,"Colombia","public",28.5714,3200,34,-1.23820571428571,-0.0489196340761122,1,0
17000036,"Colombia","public",32,160,5,-3.93526,-2.86376877308924,3,1
17000037,"Colombia","private",17.2195,353,11,-0.15647,1.08006129156754,3,1
17000038,"Colombia","public",29.0413,1757,39,-1.3957825,-0.213378644762596,2,0
17000040,"Colombia","public",29.1266,2301,22,-1.07596060606061,0.120411589850508,1,0
17000041,"Colombia","public",21.1356,1247,29,-1.43376875,-0.253023958419499,2,0
17000042,"Colombia","public",21.25,850,35,-1.54190975609756,-0.365888063349858,4,1
17000043,"Colombia","public",23.9077,1554,26,-1.52032424242424,-0.343359794304504,2,0
17000044,"Colombia","public",62.6667,5640,10,-0.772909090909091,0.436698993118309,0,0
17000045,"Colombia","public",31.325,1253,30,-1.17706363636364,0.0148928469362431,2,0
17000046,"Colombia","public",15.9655,463,32,-1.33866363636364,-0.153765093422585,7,1
17000047,"Colombia","public",20,3000,26,-1.55202857142857,-0.376448821719905,1,0
17000048,"Colombia","private",28.24,706,30,-0.182938095238095,1.05243719238388,4,1
17000049,"Colombia","public",20.3793,1182,14,-1.71044285714286,-0.541781910531701,1,0
17000050,"Colombia","public",15.0625,241,15,-2.74470666666667,-1.62121757824185,6,1
17000051,"Colombia","private",35.6471,1818,28,-1.57854827586207,-0.404126784149847,2,0
17000052,"Colombia","public",16.4737,626,20,-2.285475,-1.141928797007,3,1
17000053,"Colombia","private",12.75,51,7,-0.620585714285714,0.59567515010965,14,1
17000054,"Colombia","public",16.6739,767,31,-1.58259428571429,-0.408349504993574,4,1
17000055,"Colombia","private",12.6316,240,13,0.506855172413793,1.7723574386435,5,1
17000056,"Colombia","public",34.5238,1450,32,-1.86318181818182,-0.701191802743201,2,0
17000057,"Colombia","private",15.6923,306,21,0.102626829268293,1.35047427162876,7,1
17000059,"Colombia","public",24.8042,3547,15,-1.18682105263158,0.004709271868329,0,0
17000060,"Colombia","private",11.25,900,4,-1.4864,-0.307953897921421,0,0
17000061,"Colombia","public",30.7541,938,35,-0.410447619047619,0.814991105145444,4,1
17000062,"Colombia","public",15.5,62,4,-2.750025,-1.62676819176996,6,1
17000063,"Colombia","public",16.8519,1820,33,-1.33928484848485,-0.154413437215218,2,0
17000064,"Colombia","public",21.0843,1750,26,-1.00725294117647,0.192120087661293,1,0
17000065,"Colombia","private",9.4,141,6,0.2885,1.54446552251721,4,1
17000066,"Colombia","public",8.6415,458,16,-1.7685125,-0.602387766730083,3,1
17000067,"Colombia","public",22.5,45,1,-3.4496,-2.35689739119154,2,0
17000068,"Colombia","public",29.3208,1554,29,-1.78856875,-0.623319980939995,2,0
17000069,"Colombia","private",30.2105,287,9,-1.30205555555556,-0.115558141011815,3,1
17000070,"Colombia","public",31.0984,1897,35,-1.67964166666667,-0.509635466556985,2,0
17000071,"Colombia","public",17.8723,840,1,-2.3187,-1.17660491129179,0,0
17000072,"Colombia","public",63.6364,2100,28,-2.06713611111111,-0.914053875594659,1,0
17000073,"Colombia","private",19.9368,947,23,0.329213513513513,1.58695721394024,2,0
17000074,"Colombia","public",28.1667,3380,31,-1.2998,-0.113204073224903,1,0
17000075,"Colombia","public",24.6932,2173,36,-1.43182222222222,-0.250992415313984,2,0
17000076,"Colombia","public",26.6778,2401,37,-1.30422162162162,-0.117818810822358,2,0
17000077,"Colombia","public",14.0556,253,7,-2.2702,-1.12598665567668,3,1
17000078,"Colombia","public",16.8824,574,26,-1.62116153846154,-0.448601196909725,5,1
17000079,"Colombia","public",20.4821,1147,34,-1.70421176470588,-0.535278672805181,3,1
17000080,"Colombia","public",24.7154,3213,33,-0.854117948717949,0.351943308112524,1,0
17000081,"Colombia","private",8.6829,178,12,0.415463157894737,1.67697384375471,7,1
17000082,"Colombia","private",8.3826,482,8,1.09509,2.38628364203471,2,0
17000083,"Colombia","private",16.1143,282,20,0.0964321428571429,1.34400902997484,7,1
17000084,"Colombia","public",31.7267,4759,39,-1.22773414634146,-0.037990716490686,1,0
17000085,"Colombia","public",18.25,292,28,-2.31276896551724,-1.17041483666271,10,1
17000087,"Colombia","public",36.2083,869,35,-1.73607297297297,-0.56853143124374,4,1
17000088,"Colombia","private",12.5,225,18,-0.40477,0.820916696325602,8,1
17000089,"Colombia","public",22.2826,2050,37,-1.283365,-0.0960512684613057,2,0
17000090,"Colombia","public",24.8148,670,33,-1.01155142857143,0.187633862223843,5,1
17000091,"Colombia","public",30.2449,1482,21,-0.695590243902439,0.517394769647153,1,0
17000092,"Colombia","public",19.7576,1956,32,-0.773045945945946,0.436556160886603,2,0
17000093,"Colombia","public",29.3704,793,34,-2.74204285714286,-1.61843742584214,4,1
17000094,"Colombia","public",26.7636,1472,27,-0.960743243243243,0.24066111402348,2,0
17000095,"Colombia","public",13.3684,508,22,-2.60305652173913,-1.4733808103272,4,1
17000096,"Colombia","public",26.1625,2093,32,-1.04185945945946,0.156002116766497,2,0
17000097,"Colombia","public",22.4,336,22,-1.268840625,-0.0808925359582162,7,1
17000098,"Colombia","private",14.2857,200,8,-1.194,-0.00278321870779912,4,1
17000099,"Colombia","public",24.1613,2247,35,-1.73406285714286,-0.566433522853951,2,0
17000100,"Colombia","public",21.5642,3860,36,-1.1149825,0.0796854001183374,1,0
17000101,"Colombia","public",17.7778,640,3,-2.4958,-1.36143981993999,0,0
17000102,"Colombia","public",16.4762,346,7,-1.6376,-0.465757614395769,2,0
17000103,"Colombia","public",40.1667,1205,27,-1.76603703703704,-0.599804186997608,2,0
17000104,"Colombia","public",19.5918,1440,35,-1.56137073170732,-0.386199004338193,2,0
17000105,"Colombia","public",28.197,3722,33,-0.595292307692308,0.622073255683303,1,0
17000106,"Colombia","public",9.3333,280,0,-2.8479,-1.72891791895201,0,0
17000107,"Colombia","public",100,1801,30,-1.51218285714286,-0.334862830980085,2,0
17000108,"Colombia","public",19.9048,418,10,-2.06045,-0.907075746083457,2,0
17000109,"Colombia","public",24.6667,851,33,-1.98356486486486,-0.826832623954113,4,1
17000110,"Colombia","public",10.3559,611,9,-1.82281818181818,-0.659065269485259,1,0
17000111,"Colombia","public",28.8163,1412,33,-0.838784210526316,0.367946753046944,2,0
17000112,"Colombia","public",27.3125,874,29,-0.760213513513514,0.449949054598533,3,1
17000113,"Colombia","public",21.5179,2410,24,-0.429805128205128,0.794788149545304,1,0
17000114,"Colombia","private",18.9231,492,29,-0.748845945945946,0.461813104925487,6,1
17000116,"Colombia","public",21.697,358,17,-2.38667058823529,-1.2475441403558,5,1
17000117,"Colombia","public",32.3009,3650,35,-1.75613428571429,-0.589468929312083,1,0
17000118,"Colombia","public",21.7333,652,34,-1.28129117647059,-0.093886869914658,5,1
17000119,"Colombia","public",29.7333,1338,15,0.0508810810810811,1.29646850856204,1,0
17000120,"Colombia","private",12.3636,136,19,-0.582363636363636,0.635566591561211,14,1
17000121,"Colombia","public",20.2326,870,36,-0.76782972972973,0.442000197294359,4,1
17000122,"Colombia","public",14.2889,1286,35,-1.55502432432432,-0.379575415242316,3,1
17000123,"Colombia","public",21.7059,1845,30,-1.70364545454545,-0.534687628836976,2,0
17000124,"Colombia","public",23.2444,1046,38,-1.8698625,-0.708164265835078,4,1
17000125,"Colombia","public",24.75,3465,18,-0.718475,0.493510513279401,1,0
17000126,"Colombia","public",30.2524,3116,36,-1.91406153846154,-0.754293713810101,1,0
17000127,"Colombia","private",15.6429,438,22,-0.108876315789474,1.12973364771256,5,1
17000128,"Colombia","public",27.6333,1658,38,-1.803215,-0.63860591137923,2,0
17000129,"Colombia","public",19.7143,552,31,-2.114684375,-0.963678827668533,6,1
17000130,"Colombia","public",14.2286,249,18,-2.0204,-0.865276547374478,7,1
17000131,"Colombia","public",23.8806,1600,25,-0.822514285714286,0.38492727290208,2,0
17000132,"Colombia","public",17,255,19,-1.58672380952381,-0.412659387297888,7,1
17000133,"Colombia","public",26.28,657,33,-1.58206176470588,-0.407793725931228,5,1
17000134,"Colombia","private",20.5672,1378,20,0.291571428571429,1.5476710968787,1,0
17000135,"Colombia","public",28.1429,1182,35,-1.29366666666667,-0.10680286426739,3,1
17000136,"Colombia","public",22.0167,2642,33,-1.12430555555556,0.069955156629161,1,0
17000137,"Colombia","public",25,25,1,-3.6596,-2.57606921962813,4,1
17000138,"Colombia","public",34.3571,1924,32,-1.6436,-0.472019666636815,2,0
17000139,"Colombia","private",54.3333,163,10,-0.45652,0.766906495746584,6,1
17000140,"Colombia","public",30.3804,2795,34,-1.2981282051282,-0.111459262087654,1,0
17000141,"Colombia","private",17.5143,613,25,0.1098975,1.35806249162032,4,1
17000142,"Colombia","private",24.3077,1264,15,-0.255134146341463,0.977087951782803,1,0
17000143,"Colombia","public",19.1835,2091,26,-0.563632142857143,0.655116190042956,1,0
17000144,"Colombia","public",25.6818,1695,27,-2.36218888888889,-1.22199319364634,2,0
17000145,"Colombia","public",24.3667,1462,35,-1.96172619047619,-0.804040137304602,2,0
17000146,"Colombia","public",16.3542,785,11,-0.68334375,0.53017613374494,1,0
17000147,"Colombia","private",10.9211,830,23,1.07444358974359,2.36473549209876,3,1
17000148,"Colombia","public",21.3125,1364,31,-1.773875,-0.607984475920517,2,0
17000149,"Colombia","public",20.2222,546,19,-2.86533684210526,-1.74711632164902,3,1
17000150,"Colombia","private",8.4839,526,9,1.20502162162162,2.50101656829095,2,0
17000151,"Colombia","private",24.2,242,8,-1.74016666666667,-0.572803918538532,3,1
17000152,"Colombia","public",28.087,2584,24,-0.8591375,0.346704526053389,1,0
17000153,"Colombia","public",66.7442,2870,33,-2.16304166666667,-1.01414814211056,1,0
17000154,"Colombia","private",19.8966,2308,16,0.555455,1.82307988185193,1,0
17000155,"Colombia","private",16.8333,202,5,0.22385,1.47699190961995,2,0
17000156,"Colombia","private",8.3889,151,7,0.772314285714286,2.04941057786838,5,1
17000157,"Colombia","public",29.4091,3235,31,-0.720038461538462,0.491878766974283,1,0
17000158,"Colombia","public",43.9143,1537,34,-1.01644358974359,0.182528034085228,2,0
17000159,"Colombia","private",15.125,1210,14,0.790763414634146,2.06866547938471,1,0
17000160,"Colombia","public",20.2414,587,22,-1.02957727272727,0.168820732591702,4,1
17000161,"Colombia","public",27.5,2200,37,-2.09826315789474,-0.946540407772748,2,0
17000162,"Colombia","public",55.6962,2200,25,-2.20188709677419,-1.05469016088709,1,0
17000163,"Colombia","public",12.6923,165,2,-2.0543,-0.900657142536385,1,0
17000164,"Colombia","public",26.9091,296,17,-2.74376470588235,-1.62023447696846,6,1
17000165,"Colombia","public",27.7843,1417,25,-0.515663636363636,0.705179738974168,2,0
17000167,"Colombia","public",28.5792,5773,23,-1.03037692307692,0.167986157214356,0,0
17000168,"Colombia","public",24.6058,3371,39,-0.9804,0.220145841073424,1,0
17000169,"Colombia","public",14.5556,131,4,-2.2323,-1.08643135902074,3,1
17000170,"Colombia","public",23.1351,856,36,-1.92038048780488,-0.760888645626186,4,1
17000171,"Colombia","public",24.4,610,29,-1.36931034482759,-0.185750308325476,5,1
17000172,"Colombia","private",13.0444,587,27,-0.10715,1.13153536098893,5,1
17000173,"Colombia","public",29.7063,3743,28,-1.27388064516129,-0.0861526808825367,1,0
17000174,"Colombia","public",14.7097,456,24,-0.866475,0.339046558000277,5,1
17000175,"Colombia","public",21.6964,2430,36,-1.79181351351351,-0.626706460711905,1,0
17000177,"Colombia","private",59.7143,209,8,-1.1804375,0.0113716285453976,4,1
17000179,"Colombia","public",16.8667,253,2,-3.30575,-2.20676468871247,1,0
17000180,"Colombia","public",25.1471,855,35,-1.32319722222222,-0.137623177866721,4,1
17000181,"Colombia","public",28.5455,2669,30,-1.09601515151515,0.0994811546327104,1,0
17000182,"Colombia","private",11.3226,702,16,0.785923529411765,2.0636142103675,2,0
17000184,"Colombia","public",32.7273,1080,32,-0.514151219512195,0.706758211196495,3,1
17000185,"Colombia","private",10.0449,447,16,0.79313,2.07113542625035,4,1
17000186,"Colombia","public",13.4,67,4,-2.8792,-1.7615849581428,6,1
17000187,"Colombia","public",27.1019,2927,24,-1.49316153846154,-0.315010749100753,1,0
17000188,"Colombia","public",24.6053,935,4,-2.0494,-0.895543133206198,0,0
17000189,"Colombia","public",51,459,24,-2.32627916666667,-1.1845151008935,5,1
17000190,"Colombia","public",41.8889,754,23,-2.0402347826087,-0.88597762152205,3,1
17000191,"Colombia","private",29.9583,1438,35,-2.09983055555556,-0.948176262111838,2,0
17000192,"Colombia","public",11.3667,682,33,-1.14658684210526,0.046700726567165,5,1
17000193,"Colombia","public",24.7302,1558,35,-1.13874736842105,0.0548825921926363,2,0
17000194,"Colombia","private",25.3867,1904,11,0.709714634146342,1.98407686313676,1,0
17000195,"Colombia","public",22.9775,2045,31,-0.834169444444444,0.372763070761092,2,0
17000196,"Colombia","private",19.1111,688,27,-0.343721428571429,0.884631586913422,4,1
17000197,"Colombia","public",28.1557,3435,25,-0.439736363636364,0.784423163697218,1,0
17000198,"Colombia","private",20,740,22,0.046019512195122,1.29139460883915,3,1
17000200,"Colombia","public",20.6812,1427,33,-1.56685714285714,-0.391925036544204,2,0
17000201,"Colombia","private",20.9231,408,19,-0.455185714285714,0.768299056887807,5,1
17000202,"Colombia","public",19.75,395,18,-2.478785,-1.34368168345976,5,1
17000203,"Colombia","public",25.8144,2504,36,-0.877815,0.327211279264701,1,0
17000204,"Colombia","public",32.8621,2859,33,-0.984683783783784,0.215674961432857,1,0
17000205,"Colombia","public",26.087,1800,35,-0.916823076923077,0.286499510012195,2,0
17000206,"Colombia","private",16.8933,1267,25,0.00478000000000002,1.24835394554564,2,0
17000207,"Colombia","public",13.5294,230,23,-1.97418461538462,-0.817042688574219,10,1
17000208,"Colombia","private",18.314,2216,10,0.750705555555556,2.02685807834895,0,0
17000209,"Colombia","private",55.7931,809,40,-1.1444,0.0489830798181776,5,1
17000210,"Colombia","public",18.8295,1657,27,-0.207554761904762,1.02674538360604,2,0
17000211,"Colombia","public",28.2717,2601,34,-1.04212105263158,0.155729098414878,1,0
17000212,"Colombia","public",21.9643,615,18,-1.52905555555556,-0.352472450798039,3,1
17000213,"Colombia","public",27.3846,1068,28,-0.842822580645161,0.363732005604796,3,1
17000214,"Colombia","public",29.237,2529,36,-1.23917894736842,-0.049935373477216,1,0
17000215,"Colombia","public",19.4444,350,20,-2.240915,-1.09542262236351,6,1
17000216,"Colombia","public",14.6429,410,23,-1.9590652173913,-0.80126294522634,6,1
17000217,"Colombia","public",12.6667,380,34,-0.594433333333333,0.62296974606824,9,1
17000218,"Colombia","public",33.1778,2986,34,-1.09818055555556,0.097221175762047,1,0
17000219,"Colombia","public",24,1200,38,-1.23164615384615,-0.0420735823843083,3,1
17000220,"Colombia","public",20.8101,822,37,-2.32928378378378,-1.18765094578546,5,1
17000221,"Colombia","public",36.2473,3371,14,-2.41904666666667,-1.28133425610537,0,0
17000222,"Colombia","private",18.5714,260,23,-0.554356666666667,0.664796776120512,9,1
17000223,"Colombia","public",29.1156,4280,40,-1.5906075,-0.416712699406214,1,0
17000224,"Colombia","public",47.4,1896,35,-1.28063428571429,-0.0932012892092204,2,0
17000225,"Colombia","public",30.3158,1440,33,-1.05455263157895,0.142754565613695,2,0
17000226,"Colombia","public",26.3939,871,37,-2.13586842105263,-0.985788094844916,4,1
17000227,"Colombia","public",19.0698,820,34,-1.11390857142857,0.0808062329212436,4,1
17000228,"Colombia","public",25.375,1624,36,-1.53024871794872,-0.353717725004378,2,0
17000229,"Colombia","public",24.6984,1556,28,-0.912945714285714,0.290546217910969,2,0
17000230,"Colombia","public",48.1786,6745,18,-1.351915,-0.167595215315251,0,0
17000231,"Colombia","private",28.0769,365,9,-0.543530769230769,0.676095498670477,2,0
17000232,"Colombia","public",31.6825,1996,37,-1.86673947368421,-0.704904840178472,2,0
17000233,"Colombia","private",18.5,666,30,0.5601575,1.82798776529585,5,1
17000234,"Colombia","private",11.4545,189,9,0.455307142857143,1.71855802964238,5,1
17000235,"Colombia","private",11.2989,983,10,0.920535897435897,2.20410582384383,1,0
17000236,"Colombia","public",24.1765,822,31,-1.83146451612903,-0.668089235676607,4,1
17000237,"Colombia","public",23.4588,1994,33,-0.503437837837838,0.71793950381701,2,0
17000238,"Colombia","public",17,68,2,-4.0598,-2.99374810410587,3,1
17000239,"Colombia","private",18.0154,1171,18,0.107561538461538,1.35562450608917,2,0
17000240,"Colombia","public",24.9286,698,22,-1.99006,-0.833611436542257,3,1
17000241,"Colombia","public",28.9744,1130,34,-0.948061538461539,0.253896696998239,3,1
17000242,"Colombia","public",30.0417,721,32,-1.76284242424242,-0.596470048295979,4,1
17000243,"Colombia","public",23.3056,839,25,-0.832762962962963,0.374230980846608,3,1
17000244,"Colombia","public",21.0779,1623,25,-1.14328148148148,0.0501504500507676,2,0
17000245,"Colombia","public",1,58,32,-1.47042777777778,-0.291284082927897,55,1
17000246,"Colombia","private",15.2353,518,14,0.225817391304348,1.47904522747435,3,1
17000247,"Colombia","public",32.5714,912,23,-2.15298695652174,-1.00365428874454,3,1
17000248,"Colombia","private",19.1538,1743,21,0.8285225,2.10807370690722,1,0
17000249,"Colombia","public",24.7093,4250,30,-0.657371794871795,0.557282423714092,1,0
17000250,"Colombia","private",13.1538,342,28,0.756445,2.03284819517323,8,1
17000251,"Colombia","public",35.6719,4566,34,-0.49640243902439,0.72528217630141,1,0
18800001,"Costa Rica","private",4.1918,153,31,0.436219047619048,1.66439268273519,20,1
