"CNTSCHID","CNT","PRIVATESCH","STRATIO","SCHSIZE","sum_MATHbelow","mean_ESCS","mean_ESCS_std","Y_MATH","Y_BIN_MATH"
42200035,"Lebanon","public",14.3704,194,10,-1.60469,-1.14975514241046,5,1
42200036,"Lebanon","private",33.75,675,17,-2.39375882352941,-2.12983807067237,3,1
42200037,"Lebanon","private",1,132,3,0.8581,1.90921558728812,2,0
42200038,"Lebanon","public",7.1333,107,2,-1.90615,-1.52419117478631,2,0
42200039,"Lebanon","public",9.4118,400,15,-1.37877647058824,-0.869153518271376,4,1
42200040,"Lebanon","public",3.5652,82,9,-1.08373,-0.50268357262831,11,1
42200041,"Lebanon","private",13.8788,229,16,-0.284720833333333,0.48974601072804,7,1
42200042,"Lebanon","private",24.3922,622,16,-1.6044375,-1.14944151838679,3,1
42200043,"Lebanon","private",11.4514,1002,2,-0.26945,0.508713536251845,0,0
42200044,"Lebanon","public",4.902,125,21,-0.816047619047619,-0.170201887957934,17,1
42200046,"Lebanon","public",5.641,220,15,-0.948966666666667,-0.335297359389147,7,1
42200047,"Lebanon","public",4.2,84,16,-0.485268,0.240651320252069,19,1
42200050,"Lebanon","public",12.8205,500,20,-1.778175,-1.36523658298873,4,1
42200051,"Lebanon","private",11.0545,304,2,0.77625,1.8075517206061,1,0
42200052,"Lebanon","private",10.2212,3419,7,0.932095833333333,2.00112398722735,0,0
42200053,"Lebanon","public",11.2,840,21,-0.648804347826087,0.0375268552177765,2,0
42200054,"Lebanon","public",24.0625,385,4,-1.07565,-0.49264760387094,1,0
42200058,"Lebanon","public",8.2698,521,17,-0.828225,-0.18532711256,3,1
42200059,"Lebanon","private",9.2188,885,20,0.478708333333333,1.4379825534424,2,0
42200060,"Lebanon","private",13.7895,131,20,-1.10615909090909,-0.530542193373343,15,1
42200061,"Lebanon","private",9.1429,288,16,-0.164182352941176,0.639463884895937,6,1
42200062,"Lebanon","private",12.6667,2052,10,0.650572727272727,1.6514510791949,0,0
42200064,"Lebanon","private",1.1158,106,2,-1.20195,-0.649521719471917,2,0
42200065,"Lebanon","public",11.8431,302,4,-1.34916,-0.832367630458615,1,0
42200066,"Lebanon","private",9.4128,513,11,0.0507434782608696,0.906417960031533,2,0
42200068,"Lebanon","private",15.6,1950,14,-0.61648947368421,0.0776643635452806,1,0
42200069,"Lebanon","public",9.3758,736,21,-1.20559583333333,-0.65405011915359,3,1
42200072,"Lebanon","private",8.1304,187,7,-0.378985714285714,0.372661926550398,4,1
42200074,"Lebanon","public",7.8462,102,3,-2.08113333333333,-1.7415336582509,3,1
42200075,"Lebanon","private",8.843,535,17,0.224612,1.12237576350481,3,1
42200076,"Lebanon","public",8.55,171,8,-0.941488888888889,-0.326009396003957,5,1
42200078,"Lebanon","public",8,440,18,-0.762747826086957,-0.103999529427299,4,1
42200079,"Lebanon","private",23.1373,590,15,-0.67806,0.00118913106011692,3,1
42200080,"Lebanon","public",8.8,132,18,-0.839754166666667,-0.199647206181928,14,1
42200081,"Lebanon","private",10.8108,200,6,-1.38087142857143,-0.871755613923273,3,1
42200083,"Lebanon","private",19.5278,703,12,-0.747845833333333,-0.0854901316924077,2,0
42200084,"Lebanon","private",23.1818,255,2,-1.2739,-0.738889040275483,1,0
42200085,"Lebanon","private",12.4252,789,13,0.168105263157895,1.05219013905824,2,0
42200086,"Lebanon","public",6.3824,217,16,-0.637545,0.0515118135112142,7,1
42200087,"Lebanon","public",9.3429,327,20,-0.894165217391304,-0.267229830578979,6,1
42200090,"Lebanon","private",4.52,113,5,0.2463,1.14931389350603,4,1
42200092,"Lebanon","private",13.5034,979,9,0.256873684210526,1.16244720593018,1,0
42200093,"Lebanon","public",9.3559,552,21,-0.8316,-0.189519116836748,4,1
42200094,"Lebanon","public",14.1803,865,11,-0.974463636363636,-0.366966516726574,1,0
42200096,"Lebanon","public",21.2941,543,15,-1.12902,-0.558937164833918,3,1
42200097,"Lebanon","public",10.0163,616,19,-0.882434782608696,-0.252659746793257,3,1
42200098,"Lebanon","private",11.375,91,3,-0.2285,0.55957652147639,3,1
42200100,"Lebanon","public",6.0303,199,21,-0.571648,0.13336085227414,11,1
42200101,"Lebanon","private",16.3854,1573,20,-0.125595652173913,0.687391474419483,1,0
42200102,"Lebanon","private",1.7067,128,7,-0.522257142857143,0.194708018014916,5,1
42200103,"Lebanon","private",5.6923,370,14,-0.31941,0.446659452202559,4,1
42200104,"Lebanon","private",31.4667,236,9,-0.773955555555556,-0.117920373831745,4,1
42200105,"Lebanon","private",13.3571,374,15,-0.41872,0.323308950062155,4,1
42200106,"Lebanon","private",19.3333,174,3,-0.95868,-0.347362051203907,2,0
42200107,"Lebanon","public",7.0667,530,23,-0.658065217391304,0.0260241574922065,4,1
42200108,"Lebanon","private",9.913,570,4,0.569821428571429,1.5511518823034,1,0
42200110,"Lebanon","private",9.2133,2073,16,-0.1596,0.645155512489116,1,0
42200111,"Lebanon","private",20.5714,288,6,-2.84314285714286,-2.68800689757902,2,0
42200112,"Lebanon","public",7.5676,140,17,-0.671716,0.0090688570250623,12,1
42200113,"Lebanon","public",12.2124,690,21,-1.252088,-0.711796892931947,3,1
42200114,"Lebanon","public",11.2,392,7,-1.54264285714286,-1.07268791627204,2,0
42200115,"Lebanon","private",2.3617,111,20,-0.0226047619047619,0.81531391959708,18,1
42200116,"Lebanon","public",18.1754,518,22,-1.022932,-0.427167876030463,4,1
42200117,"Lebanon","private",13.136,821,17,-0.450247058823529,0.284149967715036,2,0
42200118,"Lebanon","public",7.7849,362,24,-1.1991,-0.64598180474933,7,1
42200119,"Lebanon","private",18.303,1208,12,0.134360869565217,1.01027705987105,1,0
42200122,"Lebanon","public",19.5385,635,20,-1.43707,-0.941558473708669,3,1
42200123,"Lebanon","private",27.2667,1227,22,-0.895459090909091,-0.268836918970129,2,0
42200124,"Lebanon","public",10.4368,454,16,-0.878582608695652,-0.247875056565625,4,1
42200125,"Lebanon","private",15.0952,951,17,-0.130542857142857,0.681246673119405,2,0
42200126,"Lebanon","private",9.9441,2844,3,0.717312,1.73434628414299,0,0
42200129,"Lebanon","public",3.95,79,1,1.3279,2.49274258261147,1,0
42200130,"Lebanon","public",15.4545,85,3,-0.471166666666667,0.258166238664272,4,1
42200131,"Lebanon","public",8.6,129,17,-0.877783333333333,-0.246882296347213,13,1
42200132,"Lebanon","private",21.9077,1424,18,-0.820956,-0.17629846690439,1,0
42200134,"Lebanon","public",19.4521,710,8,-2.0994625,-1.76429986419339,1,0
42200135,"Lebanon","public",6.8571,480,18,-1.26172380952381,-0.723765294334537,4,1
42200136,"Lebanon","public",9.1304,210,25,-0.7868,-0.133874141548357,12,1
42200138,"Lebanon","public",2.7857,78,21,-1.2444652173913,-0.702328822621911,27,1
42200139,"Lebanon","public",11.8421,675,21,-1.07521739130435,-0.492110271277657,3,1
42200140,"Lebanon","private",8.7941,2370,14,0.160916666666667,1.04326136061823,1,0
42200141,"Lebanon","public",19,342,22,-1.09362727272727,-0.514976731028568,6,1
42200142,"Lebanon","public",8.4762,178,10,-1.03983,-0.448156465147053,6,1
42200143,"Lebanon","private",18.2338,702,10,-1.2569625,-0.717851389182913,1,0
42200144,"Lebanon","private",100,705,13,0.288013636363636,1.20112537262754,2,0
42200145,"Lebanon","public",19.4286,1088,19,-1.22048,-0.672537375545441,2,0
42200146,"Lebanon","public",6.1379,178,21,-0.460936363636364,0.270873045791816,12,1
42200147,"Lebanon","public",6.6743,584,6,-1.14456666666667,-0.578247296139354,1,0
42200151,"Lebanon","public",11.3871,353,12,-0.69265,-0.0169327481688479,3,1
42200152,"Lebanon","private",16.9091,186,2,0.09105,0.956481696775616,1,0
42200153,"Lebanon","public",3.9683,125,4,-2.168225,-1.84970806984669,3,1
42200154,"Lebanon","public",7.5238,158,19,-0.777619047619048,-0.122470706986705,12,1
42200155,"Lebanon","public",15.9487,311,14,-0.76455,-0.10623796520535,5,1
42200156,"Lebanon","public",4.9697,410,23,-1.059104,-0.472096225274473,6,1
42200158,"Lebanon","public",7.0093,375,18,-0.371239130434783,0.382283767330633,5,1
42200163,"Lebanon","private",19.4133,728,23,-1.01232608695652,-0.413994532967624,3,1
42200164,"Lebanon","private",6,30,2,-0.7541,-0.0932582778891966,7,1
42200165,"Lebanon","public",9.4211,537,18,-0.422054545454545,0.319167193378758,3,1
42200166,"Lebanon","private",11.7732,1142,17,-0.261615789473684,0.518444215964811,1,0
42200168,"Lebanon","private",8.8571,992,13,0.744852173913043,1.76855325505436,1,0
42200173,"Lebanon","public",17.1176,291,21,-0.517666666666667,0.200409735295741,7,1
42200177,"Lebanon","public",7.3016,230,21,-0.965554545454545,-0.35590075459536,9,1
42200178,"Lebanon","private",16.8762,886,11,0.225205263157895,1.12311264104411,1,0
42200180,"Lebanon","private",9.8857,346,9,0.020595,0.868971278607232,3,1
42200181,"Lebanon","private",4.5106,106,17,-1.49247058823529,-1.01037017824696,16,1
42200182,"Lebanon","public",10.5714,407,17,-0.968557142857143,-0.359630206788854,4,1
42200184,"Lebanon","public",16.7333,753,21,-1.66322608695652,-1.22246137259293,3,1
42200190,"Lebanon","public",6.6857,117,6,-1.85365,-1.45898221937023,5,1
42200191,"Lebanon","private",13.0222,586,14,-0.29893,0.472097155191538,2,0
42200192,"Lebanon","public",6.0667,182,17,-0.468004,0.26209450894356,9,1
42200193,"Lebanon","public",20.1081,744,18,-0.419457894736842,0.322392429205079,2,0
42200194,"Lebanon","public",5.6471,144,5,-1.74124,-1.31936053025934,3,1
42200195,"Lebanon","public",8.2308,107,6,-0.771933333333333,-0.115408621474977,6,1
42200196,"Lebanon","private",14.9004,1870,19,-0.453595652173913,0.279990762486621,1,0
42200197,"Lebanon","public",9.9231,129,3,-1.70113333333333,-1.26954502857259,2,0
42200198,"Lebanon","public",1.3333,100,21,0.0336333333333333,0.885165870931677,21,1
42200199,"Lebanon","public",14.8,777,16,-1.319625,-0.795682935254538,2,0
42200200,"Lebanon","private",18.1563,581,20,-0.939768181818182,-0.323872148181902,3,1
42200202,"Lebanon","public",7.6716,257,20,-0.323108333333333,0.442065843565471,8,1
42200203,"Lebanon","private",12.1344,1535,8,0.657509523809524,1.66006710312059,1,0
42200207,"Lebanon","public",10.5867,397,6,-0.474078260869565,0.2545498193011,2,0
42200208,"Lebanon","private",10.8364,596,20,0.232573913043478,1.13226505936536,3,1
42200209,"Lebanon","public",18.72,234,14,-0.441115,0.295492672794666,6,1
42200211,"Lebanon","public",6.6512,143,4,-0.612275,0.0828990573848222,3,1
42200212,"Lebanon","private",13.125,315,16,-0.23004,0.557663725450852,5,1
42200213,"Lebanon","private",8.6816,777,14,0.493904347826087,1.45685714832926,2,0
42200214,"Lebanon","public",7.3393,411,16,-0.486731818181818,0.238833147784347,4,1
42200215,"Lebanon","private",15.1667,91,13,-0.990114285714286,-0.386405802359703,14,1
42200217,"Lebanon","public",5.375,301,13,-0.668585,0.0129577949185434,4,1
42200218,"Lebanon","public",9.7757,523,16,-1.11152631578947,-0.537208691048257,3,1
42200223,"Lebanon","public",2.3667,71,22,-0.765454166666667,-0.107361008326405,31,1
42200225,"Lebanon","private",20.1754,1725,20,-1.12595416666667,-0.555129168850176,1,0
42200226,"Lebanon","public",35.65,713,11,-0.574380952380952,0.129966319512925,2,0
42200227,"Lebanon","private",16.3467,613,13,-0.243795652173913,0.540578169082702,2,0
42200228,"Lebanon","private",12.3012,2491,8,0.598236363636364,1.58644537247102,0,0
42200229,"Lebanon","private",2.3605,550,9,0.732804545454545,1.75358919282541,2,0
42200232,"Lebanon","private",16.0635,506,19,-0.87755,-0.246592478767586,4,1
42200233,"Lebanon","public",20.5926,278,2,-2.37285,-2.10386773655176,1,0
42200234,"Lebanon","public",8.8471,376,16,-1.03725909090909,-0.444963202360616,4,1
42200235,"Lebanon","private",18.5333,417,22,-1.18453333333333,-0.627888907278328,5,1
42200236,"Lebanon","public",14.7939,969,18,-0.667563157894737,0.0142269998001506,2,0
42200237,"Lebanon","private",1,87,7,1.46451428571429,2.66242781816086,8,1
42200238,"Lebanon","private",14.4526,1980,21,-0.12895,0.683225121698696,1,0
42200239,"Lebanon","public",8.3036,465,23,-1.46247391304348,-0.973112047671454,5,1
42200242,"Lebanon","public",9.3151,340,24,-0.50478,0.216415946193429,7,1
42200243,"Lebanon","private",15.9944,2839,7,0.427145,1.37393700859597,0,0
42200245,"Lebanon","public",6.0769,158,7,-0.844957142857143,-0.206109694609275,4,1
42200246,"Lebanon","public",6.7273,148,17,-1.28840588235294,-0.756906439049271,11,1
42200247,"Lebanon","public",13.3585,354,9,-2.14166666666667,-1.81672061890843,3,1
42200248,"Lebanon","private",12.6042,605,8,0.534425,1.5071868512062,1,0
42200249,"Lebanon","public",6.6842,254,21,-0.869847826086957,-0.237025798476109,8,1
42200251,"Lebanon","private",18.6162,1722,18,0.160209090909091,1.04238249821767,1,0
42200252,"Lebanon","public",10.04,251,10,-1.47042,-0.982981686339648,4,1
42200254,"Lebanon","public",1.9216,343,3,-0.847425,-0.209174959112167,1,0
42200255,"Lebanon","private",13.6196,1253,6,0.915572,1.98060014130094,0,0
42200257,"Lebanon","private",1.4286,100,7,-0.66957,0.0117343507074035,7,1
42200259,"Lebanon","private",10.1037,2728,5,1.265568,2.41532154244013,0,0
42200260,"Lebanon","private",19.4021,941,21,-0.668104,0.0135552331576889,2,0
42200261,"Lebanon","private",15.64,391,4,-2.536725,-2.30741283310053,1,0
42200262,"Lebanon","private",13.4483,390,10,-0.75287,-0.0917305252194483,3,1
42200263,"Lebanon","public",2.2568,167,18,-0.658083333333333,0.0260016561273287,11,1
42200265,"Lebanon","private",6.4,112,2,-0.88945,-0.261373175328565,2,0
42200267,"Lebanon","private",12.7206,3619,14,0.114948,0.986164813281017,0,0
42200268,"Lebanon","public",11.5238,242,10,-2.67434,-2.47834103118785,4,1
42200270,"Lebanon","public",25.6129,1588,17,-1.48136111111111,-0.99657137065673,1,0
42200272,"Lebanon","public",7.9455,437,20,-2.26632,-1.97154945044747,5,1
42200273,"Lebanon","private",2.8377,271,22,-0.834804545454546,-0.193499403725782,8,1
42200274,"Lebanon","public",9.2955,409,14,-1.36749285714286,-0.855138420250576,3,1
42200275,"Lebanon","private",11.0545,304,12,-0.5238875,0.192682991610328,4,1
42200276,"Lebanon","public",14.5,435,18,-0.379,0.372644182616952,4,1
42200277,"Lebanon","private",13.4296,1813,10,0.672215,1.67833241247824,1,0
42200278,"Lebanon","private",12.8148,1211,6,0.2131625,1.10815462188507,0,0
42200279,"Lebanon","public",10.1667,1159,16,-0.330357142857143,0.433062276002465,1,0
42200280,"Lebanon","public",10.8974,425,19,-1.16426315789474,-0.602711822203059,4,1
42200281,"Lebanon","public",6.3824,217,16,-0.7661375,-0.108209759809599,7,1
42200282,"Lebanon","public",5.1538,67,7,-0.621633333333333,0.0712753023162093,10,1
42200284,"Lebanon","public",8.0533,302,21,-1.051396,-0.462522308544051,7,1
42200286,"Lebanon","private",14.1847,2688,8,-0.052125,0.778647559790898,0,0
42200287,"Lebanon","private",13.2522,762,18,-0.177347619047619,0.623111632504015,2,0
42200288,"Lebanon","private",13.0619,3481,9,1.25355454545455,2.40039992678589,0,0
42200291,"Lebanon","private",10.8947,2070,9,0.53434347826087,1.50708559506425,0,0
42200292,"Lebanon","public",8.5,85,4,-1.8301,-1.42973134508359,5,1
42200293,"Lebanon","public",10.7742,501,23,-1.3464625,-0.829017132225569,5,1
42200294,"Lebanon","private",12,1200,20,-1.42835,-0.930727576732893,2,0
42200295,"Lebanon","public",4.7222,425,15,-1.18009333333333,-0.622374092763139,4,1
42200296,"Lebanon","public",9.7222,875,14,-0.56301,0.144089899071933,2,0
42200297,"Lebanon","private",9.4388,1312,7,0.538847619047619,1.51268007726903,1,0
42200299,"Lebanon","private",24.3333,2920,5,-0.42271,0.318353069450533,0,0
42200300,"Lebanon","private",15.1867,2521,11,0.286324,1.19902671696457,0,0
42200301,"Lebanon","private",26.4444,714,20,-1.08142,-0.499814378590003,3,1
42200302,"Lebanon","private",11.8577,1500,12,-0.099916,0.719287537156802,1,0
42200303,"Lebanon","public",4.3846,285,18,-0.67797619047619,0.00129322880300332,6,1
42200304,"Lebanon","private",27.7143,970,24,-0.926892,-0.307878960255974,2,0
42200305,"Lebanon","public",12.6508,797,23,-1.7532,-1.33421575134079,3,1
42200307,"Lebanon","private",15.0803,2066,19,0.26278,1.16978329512998,1,0
42200309,"Lebanon","public",89,89,6,-1.46066666666667,-0.970867311511237,7,1
42200310,"Lebanon","private",15.1193,1648,9,0.0259909090909091,0.875673404232724,1,0
42200311,"Lebanon","public",8.0313,514,17,-1.14620952380952,-0.580287848485708,3,1
42200314,"Lebanon","private",10.4331,1325,19,-0.888413043478261,-0.260085197202956,1,0
42200315,"Lebanon","private",13.5,162,3,-2.60416666666667,-2.39118046424059,2,0
42200316,"Lebanon","private",10.1605,3165,8,1.042635,2.1384219603873,0,0
42200317,"Lebanon","public",8.5221,963,15,-0.568594736842105,0.137153235152935,2,0
42200318,"Lebanon","public",4.5778,412,14,-1.77375,-1.35974039960366,3,1
44000001,"Lithuania","public",8.6383,203,8,-0.2703,-0.247971983712228,4,1
44000002,"Lithuania","public",9.1954,400,24,0.103810714285714,0.433397239725185,6,1
44000003,"Lithuania","public",10.7647,183,6,-0.3612,-0.413528488900046,3,1
44000004,"Lithuania","public",10.2642,544,0,1.0839935483871,2.21860784983426,0,0
44000005,"Lithuania","public",7.9512,163,7,-0.267345454545455,-0.242590859181171,4,1
44000006,"Lithuania","public",12.5109,1151,16,0.294678571428571,0.781025571752236,1,0
44000007,"Lithuania","public",9.8542,473,12,0.350413793103448,0.882536336508682,3,1
44000008,"Lithuania","public",4.5455,125,8,-0.70867,-1.04637688117299,6,1
44000009,"Lithuania","public",12.1087,557,13,-0.28102,-0.267496359241529,2,0
44000010,"Lithuania","public",7.2632,207,10,-0.467785,-0.607652142425277,5,1
44000011,"Lithuania","public",11.3034,503,19,-0.103706896551724,0.0554446498993123,4,1
44000012,"Lithuania","public",9.0989,414,15,-0.028403125,0.19259568670421,4,1
44000013,"Lithuania","public",12,420,12,0.303446875,0.796995315379426,3,1
44000014,"Lithuania","public",7.3933,329,9,-0.6117,-0.869765062602446,3,1
44000015,"Lithuania","public",9.3139,638,18,0.0830655172413793,0.395613935851777,3,1
44000016,"Lithuania","public",12.2386,1077,3,0.673303448275862,1.47061645610873,0,0
44000017,"Lithuania","public",12.5484,778,2,0.826668965517241,1.74994163818579,0,0
44000018,"Lithuania","public",5.2,78,2,-1.34195,-2.19977208035166,3,1
44000019,"Lithuania","public",8.848,553,11,0.156314814814815,0.52902315162428,2,0
44000020,"Lithuania","public",10.9818,604,1,0.586020689655172,1.31164804598339,0,0
44000021,"Lithuania","public",3.6364,40,3,-1.4756,-2.44318931817731,8,1
44000022,"Lithuania","public",12.7419,395,10,0.083273076923077,0.395991965065416,3,1
44000023,"Lithuania","public",11.9365,752,3,-0.815633333333333,-1.2411895945933,0,0
44000024,"Lithuania","public",10.7451,274,8,-0.102964285714286,0.0567971697558679,3,1
44000025,"Lithuania","public",10.716,434,9,0.290445161290323,0.77331524625702,2,0
44000026,"Lithuania","public",10.9189,404,13,0.137534482758621,0.494818463599084,3,1
44000027,"Lithuania","public",8.1101,442,7,0.284590625,0.762652357723235,2,0
44000028,"Lithuania","public",11.0072,765,1,-1.1911,-1.92502841910213,0,0
44000029,"Lithuania","public",10.6923,556,12,0.239332142857143,0.68022291730875,2,0
44000030,"Lithuania","public",11.1277,523,10,-0.0414633333333333,0.168809081108044,2,0
44000031,"Lithuania","public",5.6522,195,21,-0.588553846153846,-0.827608887252515,11,1
44000032,"Lithuania","public",9.0888,768,16,0.0758962962962963,0.382556607308463,2,0
44000033,"Lithuania","public",17.383,817,1,0.12545,0.472808950590067,0,0
44000034,"Lithuania","public",9.4444,255,3,-0.655833333333333,-0.950145265341232,1,0
44000035,"Lithuania","public",5.2632,100,3,-0.48238,-0.634234069743386,3,1
44000036,"Lithuania","public",10.4078,536,11,0.193596666666667,0.596924725876453,2,0
44000037,"Lithuania","public",10.5542,438,16,0.251463333333333,0.702317499256009,4,1
44000038,"Lithuania","public",9.4066,428,12,-0.0544133333333333,0.145223198355765,3,1
44000039,"Lithuania","public",9.6842,368,10,0.287851851851852,0.768592042214074,3,1
44000040,"Lithuania","public",7.9619,418,17,-0.298413636363636,-0.299175453288519,4,1
44000041,"Lithuania","public",10.0678,594,9,0.0362214285714286,0.310296624422676,2,0
44000042,"Lithuania","public",11.2143,471,1,-1.0432,-1.65565760373053,0,0
44000043,"Lithuania","public",10.3368,491,17,-0.0311607142857143,0.187573279169708,3,1
44000044,"Lithuania","public",11.3913,262,14,-0.30844375,-0.317443336239817,5,1
44000045,"Lithuania","public",6.5926,89,4,-1.17106,-1.88852949320594,4,1
44000046,"Lithuania","public",10.88,408,9,0.163592857142857,0.542278676953649,2,0
44000047,"Lithuania","public",10.209,342,0,1.01855333333333,2.09942134485032,0,0
44000048,"Lithuania","public",7.1515,236,13,-0.72831052631579,-1.0821482441751,6,1
44000049,"Lithuania","public",6.1026,119,3,-1.11084,-1.77885058514862,3,1
44000050,"Lithuania","public",5.6923,111,5,-0.79324,-1.20040453401935,5,1
44000051,"Lithuania","public",33.7273,371,16,-0.726942105263158,-1.07965593386598,4,1
44000052,"Lithuania","public",4.6071,129,3,-0.0619,0.13158770474917,2,0
44000053,"Lithuania","public",8.8,374,23,-0.469989285714286,-0.611666816124865,6,1
44000054,"Lithuania","public",12.1739,420,8,0.3395,0.862659004885472,2,0
44000055,"Lithuania","public",7.8909,217,7,-0.16432,-0.0549502189178955,3,1
44000056,"Lithuania","public",3.8095,40,2,-1.1521,-1.85399757529218,5,1
44000057,"Lithuania","public",5.5789,106,4,-0.516885714285714,-0.697079454409527,4,1
44000058,"Lithuania","public",6.963,94,10,-0.716572727272727,-1.0607701474956,11,1
44000059,"Lithuania","public",9.0938,291,17,-0.295244,-0.2934025828916,6,1
44000060,"Lithuania","public",6.3404,298,2,-0.502933333333333,-0.671667931532462,1,0
44000061,"Lithuania","public",5.8621,85,6,-0.728488888888889,-1.08247309658718,7,1
44000062,"Lithuania","public",10.6667,384,17,0.0765391304347826,0.383727403495297,4,1
44000063,"Lithuania","public",13.5854,557,4,0.762566666666667,1.63319188491619,1,0
44000064,"Lithuania","public",11.6,406,13,0.0495964285714286,0.334656561242116,3,1
44000065,"Lithuania","public",4,114,9,-0.77683,-1.17051694050854,8,1
44000066,"Lithuania","public",12.7222,458,10,-0.140169565217391,-0.0109649429951782,2,0
44000067,"Lithuania","public",6.4167,231,9,-0.110125,0.04375533442263,4,1
44000068,"Lithuania","public",8.3,415,6,0.515891304347826,1.18392113792559,1,0
44000069,"Lithuania","public",8.1071,227,5,0.1529375,0.522872035698429,2,0
44000070,"Lithuania","public",3.7436,73,0,0.243,0.68690319904802,0,0
44000071,"Lithuania","public",11.1374,1175,16,-0.66244375,-0.962184841591712,1,0
44000072,"Lithuania","public",10.0842,479,15,0.09432,0.416111766800224,3,1
44000073,"Lithuania","private",18.1455,499,8,0.494736666666667,1.14539211831055,2,0
44000074,"Lithuania","public",12.0494,976,16,-0.369418518518518,-0.428496906983074,2,0
44000075,"Lithuania","public",11.7736,624,3,0.599735483870968,1.33662685126103,0,0
44000076,"Lithuania","public",9.7176,413,12,0.216503571428571,0.638645155987026,3,1
44000077,"Lithuania","public",6.1026,238,20,0.423594117647059,1.01581993144763,8,1
44000078,"Lithuania","public",5.8378,108,4,-0.689975,-1.0123276087364,4,1
44000079,"Lithuania","public",4.5714,64,1,-1.18975,-1.92256965912409,2,0
44000080,"Lithuania","public",8.3385,271,10,-0.57705,-0.806656889832832,4,1
44000081,"Lithuania","public",6.6364,73,6,-0.911527272727273,-1.41584158001413,8,1
44000082,"Lithuania","public",15.9777,1430,9,-0.00898888888888891,0.227954906522105,1,0
44000083,"Lithuania","public",11.6833,701,4,0.618756666666667,1.3712702016262,1,0
44000084,"Lithuania","private",12.4957,731,0,1.15845161290323,2.35421859729674,0,0
44000085,"Lithuania","public",8.9333,268,3,-0.5462,-0.750469671075471,1,0
44000086,"Lithuania","public",7.5269,350,18,-0.845152380952381,-1.29495274487144,5,1
44000087,"Lithuania","public",12.8462,501,15,0.22425,0.652753754908619,3,1
44000088,"Lithuania","public",9.1273,251,12,-0.321480952380952,-0.341188041010078,5,1
44000089,"Lithuania","public",7.9217,911,7,0.516670833333333,1.18534089694136,1,0
44000090,"Lithuania","public",11.5632,503,9,0.14357,0.505810973406384,2,0
44000091,"Lithuania","private",11.4286,800,1,1.088984375,2.22769766074769,0,0
44000092,"Lithuania","public",11.16,279,0,1.1532,2.34465381535111,0,0
44000093,"Lithuania","public",14.3582,962,1,-0.3775,-0.443215739005232,0,0
44000094,"Lithuania","public",10.2727,226,13,-0.444277777777778,-0.564838351910596,6,1
44000095,"Lithuania","public",7.9623,211,10,-0.420178571428571,-0.520946378522535,5,1
44000096,"Lithuania","public",12.1395,522,15,0.239277777777778,0.680123901989235,3,1
44000097,"Lithuania","public",10.6071,297,21,0.0495666666666666,0.334602355775228,7,1
44000098,"Lithuania","public",11.6383,547,18,-0.04506,0.162258458845571,3,1
44000099,"Lithuania","public",10.3243,382,21,-0.695451724137931,-1.02230238660388,5,1
44000100,"Lithuania","public",7.1525,211,12,-0.67605625,-0.986977338036918,6,1
44000101,"Lithuania","public",9.6,600,10,-0.527366666666667,-0.716168451628784,2,0
44000102,"Lithuania","public",9.4583,227,4,0.477775,1.11449977226551,2,0
44000103,"Lithuania","public",6.6299,421,16,0.148828571428571,0.51538842893988,4,1
44000104,"Lithuania","public",8.7286,611,12,-0.0466,0.159453651166921,2,0
44000105,"Lithuania","public",9.4497,704,13,-0.0893187499999999,0.0816498342693189,2,0
44000106,"Lithuania","public",10.7327,542,9,0.00794285714285714,0.258792758004433,2,0
44000107,"Lithuania","public",8.5313,273,23,-0.210533333333333,-0.139118733326546,8,1
44000108,"Lithuania","public",9.1163,392,9,-0.035628,0.179436995225455,2,0
44000109,"Lithuania","public",12.1341,995,14,0.421911111111111,1.01275466543773,1,0
44000110,"Lithuania","public",11.8,413,13,0.0769296296296296,0.384438621118812,3,1
44000111,"Lithuania","public",8.8889,200,11,-0.99799375,-1.57332329391044,6,1
44000112,"Lithuania","public",6.2182,171,9,-0.329990909090909,-0.356687256545832,5,1
44000113,"Lithuania","public",9.24,462,20,-0.223241379310345,-0.162263944324567,4,1
44000114,"Lithuania","public",10.797,718,2,0.8218,1.74107377333524,0,0
44000115,"Lithuania","public",12.1622,225,20,0.1784,0.569246980839736,9,1
44000116,"Lithuania","public",7.7,154,22,-0.676369230769231,-0.987547371066014,14,1
44000117,"Lithuania","private",15.6744,1011,6,0.0810354838709678,0.391916628588631,1,0
44000118,"Lithuania","public",9.2703,343,3,0.505709523809524,1.16537702348653,1,0
44000119,"Lithuania","public",12.2921,1094,3,0.734346428571429,1.58179426121305,0,0
44000120,"Lithuania","public",7.1667,86,9,-1.14814444444444,-1.84679330737299,10,1
44000121,"Lithuania","public",10.4878,645,4,0.286786666666667,0.766652016508495,1,0
44000122,"Lithuania","public",6.4167,77,5,-0.24642,-0.204479251656287,6,1
44000123,"Lithuania","public",7.4483,108,2,-0.13195,0.00400538144436694,2,0
44000124,"Lithuania","public",9.1,182,8,-0.439861538461538,-0.556795038959335,4,1
44000125,"Lithuania","public",11.6106,656,6,0.7097,1.53690562997381,1,0
44000126,"Lithuania","public",4.9,98,1,-0.0252,0.198429550078025,1,0
44000127,"Lithuania","public",9.7347,477,10,-0.444307692307692,-0.564892835354237,2,0
44000128,"Lithuania","public",8.7568,162,7,-0.4497,-0.574713865238019,4,1
